YawRotation,Timestamp
-30.062523,2024.10.22-21.09.03
-30.062410,2024.10.22-21.09.03
-30.066835,2024.10.22-21.09.03
-30.083761,2024.10.22-21.09.03
-30.082306,2024.10.22-21.09.03
-30.082512,2024.10.22-21.09.03
-30.091642,2024.10.22-21.09.03
-30.088837,2024.10.22-21.09.03
-30.081156,2024.10.22-21.09.03
-30.089809,2024.10.22-21.09.03
-30.085663,2024.10.22-21.09.03
-30.096142,2024.10.22-21.09.03
-30.097948,2024.10.22-21.09.03
-30.099365,2024.10.22-21.09.03
-30.108398,2024.10.22-21.09.03
-30.101608,2024.10.22-21.09.03
-30.104282,2024.10.22-21.09.03
-30.097923,2024.10.22-21.09.03
-30.101868,2024.10.22-21.09.03
-30.103661,2024.10.22-21.09.03
-30.105474,2024.10.22-21.09.03
-30.099276,2024.10.22-21.09.03
-30.109457,2024.10.22-21.09.03
-30.095520,2024.10.22-21.09.03
-30.105925,2024.10.22-21.09.03
-30.108530,2024.10.22-21.09.03
-30.106222,2024.10.22-21.09.03
-30.097292,2024.10.22-21.09.03
-30.123007,2024.10.22-21.09.03
-30.108265,2024.10.22-21.09.03
-30.106461,2024.10.22-21.09.03
-30.106598,2024.10.22-21.09.03
-30.113277,2024.10.22-21.09.03
-30.112192,2024.10.22-21.09.03
-30.105776,2024.10.22-21.09.03
-30.113113,2024.10.22-21.09.04
-30.110331,2024.10.22-21.09.04
-30.120609,2024.10.22-21.09.04
-30.127539,2024.10.22-21.09.04
-30.108534,2024.10.22-21.09.04
-30.106949,2024.10.22-21.09.04
-30.120638,2024.10.22-21.09.04
-30.123083,2024.10.22-21.09.04
-30.129845,2024.10.22-21.09.04
-30.109228,2024.10.22-21.09.04
-30.113951,2024.10.22-21.09.04
-30.117727,2024.10.22-21.09.04
-30.133007,2024.10.22-21.09.04
-30.113869,2024.10.22-21.09.04
-30.108658,2024.10.22-21.09.04
-30.112249,2024.10.22-21.09.04
-30.109501,2024.10.22-21.09.04
-30.121944,2024.10.22-21.09.04
-30.115135,2024.10.22-21.09.04
-30.126501,2024.10.22-21.09.04
-30.126173,2024.10.22-21.09.04
-30.135998,2024.10.22-21.09.04
-30.131416,2024.10.22-21.09.04
-30.107523,2024.10.22-21.09.04
-30.119364,2024.10.22-21.09.04
-30.129715,2024.10.22-21.09.04
-30.119390,2024.10.22-21.09.04
-30.103060,2024.10.22-21.09.04
-30.108011,2024.10.22-21.09.04
-30.105106,2024.10.22-21.09.04
-30.108019,2024.10.22-21.09.04
-30.108572,2024.10.22-21.09.04
-30.109846,2024.10.22-21.09.04
-30.115904,2024.10.22-21.09.04
-30.112305,2024.10.22-21.09.04
-30.094252,2024.10.22-21.09.04
-30.108019,2024.10.22-21.09.04
-30.111912,2024.10.22-21.09.04
-30.104815,2024.10.22-21.09.04
-30.100283,2024.10.22-21.09.04
-30.092163,2024.10.22-21.09.04
-30.102093,2024.10.22-21.09.04
-30.100451,2024.10.22-21.09.04
-30.101622,2024.10.22-21.09.04
-30.089909,2024.10.22-21.09.04
-30.103739,2024.10.22-21.09.05
-30.114668,2024.10.22-21.09.05
-30.113337,2024.10.22-21.09.05
-30.111820,2024.10.22-21.09.05
-30.106131,2024.10.22-21.09.05
-30.116730,2024.10.22-21.09.05
-30.105215,2024.10.22-21.09.05
-30.103029,2024.10.22-21.09.05
-30.102432,2024.10.22-21.09.05
-30.106441,2024.10.22-21.09.05
-30.098555,2024.10.22-21.09.05
-30.103361,2024.10.22-21.09.05
-30.079857,2024.10.22-21.09.05
-30.098228,2024.10.22-21.09.05
-30.099464,2024.10.22-21.09.05
-30.109085,2024.10.22-21.09.05
-30.093050,2024.10.22-21.09.05
-30.107813,2024.10.22-21.09.05
-30.102791,2024.10.22-21.09.05
-30.100218,2024.10.22-21.09.05
-30.101305,2024.10.22-21.09.05
-30.097240,2024.10.22-21.09.05
-30.095533,2024.10.22-21.09.05
-30.092262,2024.10.22-21.09.05
-30.103630,2024.10.22-21.09.05
-30.095144,2024.10.22-21.09.05
-30.097914,2024.10.22-21.09.05
-30.107622,2024.10.22-21.09.05
-30.103405,2024.10.22-21.09.05
-30.093573,2024.10.22-21.09.05
-30.089256,2024.10.22-21.09.05
-30.100998,2024.10.22-21.09.05
-30.100731,2024.10.22-21.09.05
-30.116859,2024.10.22-21.09.05
-30.114655,2024.10.22-21.09.05
-30.109362,2024.10.22-21.09.05
-30.102903,2024.10.22-21.09.05
-30.116776,2024.10.22-21.09.05
-30.111303,2024.10.22-21.09.05
-30.124065,2024.10.22-21.09.05
-30.132410,2024.10.22-21.09.05
-30.124886,2024.10.22-21.09.05
-30.117014,2024.10.22-21.09.05
-30.109821,2024.10.22-21.09.05
-30.124493,2024.10.22-21.09.05
-30.115973,2024.10.22-21.09.06
-30.113514,2024.10.22-21.09.06
-30.118555,2024.10.22-21.09.06
-30.119026,2024.10.22-21.09.06
-30.116941,2024.10.22-21.09.06
-30.111280,2024.10.22-21.09.06
-30.114729,2024.10.22-21.09.06
-30.113600,2024.10.22-21.09.06
-30.106615,2024.10.22-21.09.06
-30.103445,2024.10.22-21.09.06
-30.125547,2024.10.22-21.09.06
-30.110828,2024.10.22-21.09.06
-30.107124,2024.10.22-21.09.06
-30.112995,2024.10.22-21.09.06
-30.114849,2024.10.22-21.09.06
-30.087273,2024.10.22-21.09.06
-30.097858,2024.10.22-21.09.06
-30.091545,2024.10.22-21.09.06
-30.083134,2024.10.22-21.09.06
-30.098211,2024.10.22-21.09.06
-30.090130,2024.10.22-21.09.06
-30.095081,2024.10.22-21.09.06
-30.104326,2024.10.22-21.09.06
-30.100126,2024.10.22-21.09.06
-30.083942,2024.10.22-21.09.06
-30.085657,2024.10.22-21.09.06
-30.098726,2024.10.22-21.09.06
-30.102978,2024.10.22-21.09.06
-30.086033,2024.10.22-21.09.06
-30.093422,2024.10.22-21.09.06
-30.082546,2024.10.22-21.09.06
-30.084150,2024.10.22-21.09.06
-30.079441,2024.10.22-21.09.06
-30.086020,2024.10.22-21.09.06
-30.076880,2024.10.22-21.09.06
-30.090765,2024.10.22-21.09.06
-30.081808,2024.10.22-21.09.06
-30.073215,2024.10.22-21.09.06
-30.077133,2024.10.22-21.09.06
-30.069435,2024.10.22-21.09.06
-30.085985,2024.10.22-21.09.06
-30.068693,2024.10.22-21.09.06
-30.076675,2024.10.22-21.09.06
-30.056902,2024.10.22-21.09.06
-30.055969,2024.10.22-21.09.06
-30.063004,2024.10.22-21.09.07
-30.055208,2024.10.22-21.09.07
-30.064545,2024.10.22-21.09.07
-30.061304,2024.10.22-21.09.07
-30.063637,2024.10.22-21.09.07
-30.054739,2024.10.22-21.09.07
-30.053162,2024.10.22-21.09.07
-30.060215,2024.10.22-21.09.07
-30.060160,2024.10.22-21.09.07
-30.047155,2024.10.22-21.09.07
-30.042627,2024.10.22-21.09.07
-30.026245,2024.10.22-21.09.07
-30.042299,2024.10.22-21.09.07
-30.036303,2024.10.22-21.09.07
-30.040243,2024.10.22-21.09.07
-30.033064,2024.10.22-21.09.07
-30.040119,2024.10.22-21.09.07
-30.041229,2024.10.22-21.09.07
-30.022430,2024.10.22-21.09.07
-30.016180,2024.10.22-21.09.07
-30.031151,2024.10.22-21.09.07
-30.024448,2024.10.22-21.09.07
-30.017563,2024.10.22-21.09.07
-30.016945,2024.10.22-21.09.07
-30.019417,2024.10.22-21.09.07
-30.031084,2024.10.22-21.09.07
-30.027662,2024.10.22-21.09.07
-30.025278,2024.10.22-21.09.07
-30.017057,2024.10.22-21.09.07
-30.019333,2024.10.22-21.09.07
-30.030066,2024.10.22-21.09.07
-30.012348,2024.10.22-21.09.07
-30.024401,2024.10.22-21.09.07
-30.023485,2024.10.22-21.09.07
-30.022091,2024.10.22-21.09.07
-30.019295,2024.10.22-21.09.07
-30.004606,2024.10.22-21.09.07
-30.008244,2024.10.22-21.09.07
-30.001581,2024.10.22-21.09.07
-30.017324,2024.10.22-21.09.07
-30.003195,2024.10.22-21.09.07
-30.007215,2024.10.22-21.09.07
-29.997715,2024.10.22-21.09.07
-30.015562,2024.10.22-21.09.07
-30.015053,2024.10.22-21.09.07
-30.004148,2024.10.22-21.09.08
-30.011635,2024.10.22-21.09.08
-30.019943,2024.10.22-21.09.08
-30.008305,2024.10.22-21.09.08
-30.008883,2024.10.22-21.09.08
-30.005363,2024.10.22-21.09.08
-30.001034,2024.10.22-21.09.08
-30.002619,2024.10.22-21.09.08
-29.999638,2024.10.22-21.09.08
-30.003876,2024.10.22-21.09.08
-30.002998,2024.10.22-21.09.08
-29.996628,2024.10.22-21.09.08
-29.999397,2024.10.22-21.09.08
-29.993124,2024.10.22-21.09.08
-29.991724,2024.10.22-21.09.08
-29.995245,2024.10.22-21.09.08
-29.997456,2024.10.22-21.09.08
-29.992882,2024.10.22-21.09.08
-29.986673,2024.10.22-21.09.08
-29.988949,2024.10.22-21.09.08
-29.977337,2024.10.22-21.09.08
-29.986059,2024.10.22-21.09.08
-29.998226,2024.10.22-21.09.08
-29.991871,2024.10.22-21.09.08
-29.986937,2024.10.22-21.09.08
-29.987537,2024.10.22-21.09.08
-29.988380,2024.10.22-21.09.08
-29.986059,2024.10.22-21.09.08
-29.983412,2024.10.22-21.09.08
-29.979837,2024.10.22-21.09.08
-29.987400,2024.10.22-21.09.08
-29.977316,2024.10.22-21.09.08
-29.979559,2024.10.22-21.09.08
-29.977898,2024.10.22-21.09.08
-29.978811,2024.10.22-21.09.08
-29.967716,2024.10.22-21.09.08
-29.974854,2024.10.22-21.09.08
-29.968212,2024.10.22-21.09.08
