YawRotation,PitchRotation,RollRotation,ElapsedTimeSeconds
-2.653151,12.161937,2.528611,60.826000
-2.427085,12.612859,2.963967,60.848000
-2.241519,13.115869,3.508673,60.868999
-2.042941,13.808189,4.157061,60.891998
-1.881801,14.527184,4.754731,60.916000
-1.797113,15.171878,5.256727,60.937000
-1.791357,15.694749,5.703063,60.958000
-1.813773,16.290628,5.988207,60.980999
-1.908949,16.843443,5.957779,61.002998
-2.129275,17.221992,5.600059,61.025002
-2.490793,17.350716,5.040222,61.048000
-2.983639,17.242060,4.326002,61.070999
-3.435384,17.069515,3.727371,61.091999
-3.791849,16.847063,3.257167,61.116001
-4.074360,16.532314,2.914114,61.136002
-4.311344,16.250719,2.622535,61.159000
-4.507183,16.068928,2.440406,61.181999
-4.601219,16.030590,2.429680,61.202999
-4.623912,15.940745,2.442955,61.226002
-4.585864,15.942391,2.548346,61.249001
-4.486634,16.017626,2.691309,61.269001
-4.327797,16.126608,2.871753,61.292000
-4.166049,16.173122,3.009049,61.314999
-4.051759,16.163874,3.065547,61.337002
-3.961165,16.162598,3.019628,61.358002
-3.868328,16.031723,2.884465,61.423000
-3.879724,16.023302,2.851575,61.426998
-3.879724,16.023302,2.851575,61.431000
-3.909917,16.012627,2.888071,61.446999
-3.945150,15.950581,2.953161,61.469002
-4.013110,15.836332,2.955347,61.491001
-4.156690,15.713902,2.931749,61.513000
-4.294331,15.662954,2.896458,61.536999
-4.406403,15.646351,2.901106,61.558998
-4.488327,15.605786,2.956139,61.582001
-4.588050,15.548269,3.014024,61.603001
-4.647847,15.506072,3.087937,61.625999
-4.648693,15.432293,3.157173,61.646999
-4.646260,15.409329,3.189124,61.668999
-4.695611,15.423735,3.190998,61.700001
-4.757568,15.441561,3.156316,61.714001
-4.829326,15.421050,3.116479,61.735001
-4.903430,15.334661,3.124838,61.757999
-4.964616,15.185934,3.200383,61.779999
-4.993505,15.072369,3.291714,61.801998
-5.003602,14.957349,3.352772,61.826000
-5.014613,14.843373,3.331899,61.848000
-5.091482,14.650475,3.265580,61.868999
-5.186451,14.532627,3.211640,61.890999
-5.248324,14.453383,3.105945,61.912998
-5.343676,14.297504,2.967247,61.936001
-5.471104,14.143258,2.834992,61.958000
-5.586014,14.070339,2.786786,61.980000
-5.661956,14.009420,2.771056,62.002998
-5.696084,13.900350,2.757326,62.023998
-5.770036,13.803983,2.705964,62.047001
-5.883023,13.752599,2.582709,62.069000
-5.986667,13.662686,2.448668,62.091999
-6.087446,13.645255,2.377295,62.112999
-6.164085,13.670712,2.297602,62.136002
-6.247137,13.661341,2.252386,62.158001
-6.306166,13.594002,2.222018,62.181000
-6.356761,13.527749,2.184176,62.202000
-6.359291,13.483257,2.175033,62.223999
-6.346491,13.420638,2.121954,62.247002
-6.327479,13.360041,2.053747,62.269001
-6.317956,13.306082,2.007991,62.289001
-6.312224,13.272738,1.985174,62.311001
-6.289101,13.295181,1.993161,62.333000
-6.226357,13.352903,2.013354,62.355000
-6.174721,13.421608,2.068504,62.377998
-6.152619,13.515789,2.126784,62.400002
-6.139189,13.646041,2.254438,62.422001
-6.128168,13.760488,2.351936,62.445000
-6.159954,13.716467,2.603957,62.485001
-6.159954,13.716467,2.603957,62.488998
-6.156283,13.630974,2.717233,62.511002
-6.125676,13.557077,2.833410,62.533001
-6.059654,13.439960,2.935345,62.555000
-5.959526,13.250621,3.007807,62.577999
-5.854899,13.176322,3.051010,62.599998
-5.717529,13.158544,3.027489,62.622002
-5.556554,13.102543,2.985121,62.645000
-5.392576,13.065980,2.970750,62.666000
-5.235261,13.094230,2.948700,62.688000
-5.115311,13.106572,2.945905,62.710999
-5.073897,13.111886,2.908623,62.733002
-5.102871,13.152512,2.863235,62.755001
-5.124652,13.167081,2.911107,62.777000
-5.156294,13.118423,3.065812,62.799999
-5.161158,13.083479,3.312561,62.823002
-5.145506,13.052498,3.526720,62.845001
-5.076703,12.975030,3.707979,62.868999
-4.986452,12.875589,3.896702,62.889999
-4.892795,12.785915,4.018392,62.910999
-4.803530,12.780636,4.142137,62.933998
-4.710845,12.789938,4.289458,62.955002
-4.608256,12.775308,4.468581,62.978001
-4.560445,12.761839,4.568376,63.000000
-4.572962,12.794802,4.625306,63.021999
-4.612087,12.862830,4.659113,63.043999
-4.721125,12.832969,4.624328,63.066002
-4.851777,12.778293,4.609961,63.089001
-4.952530,12.776285,4.640412,63.111000
-5.052768,12.856874,4.664735,63.132999
-5.140749,12.894420,4.650441,63.153999
-5.236054,12.927450,4.637298,63.176998
-5.295370,12.979763,4.579255,63.200001
-5.318663,13.027171,4.466142,63.222000
-5.298557,13.125116,4.345503,63.244999
-5.226640,13.282948,4.291605,63.265999
-5.121037,13.473032,4.251613,63.291000
-5.037672,13.625345,4.182674,63.312000
-5.004064,13.703463,4.070948,63.334000
-4.995384,13.762857,3.975957,63.358002
-5.018729,13.876997,3.894015,63.379002
-5.058022,13.978357,3.869176,63.402000
-5.078591,14.000337,3.875651,63.423000
-5.091022,13.962286,3.877910,63.445999
-5.136192,13.912111,3.853217,63.467999
-5.175385,13.828735,3.838099,63.490002
-5.189898,13.710429,3.823254,63.512001
-5.186597,13.591154,3.829759,63.534000
-5.131911,13.500510,3.876221,63.557999
-5.045409,13.466899,3.933470,63.578999
-4.942638,13.533316,3.995789,63.601002
-4.887125,13.601454,4.076020,63.623001
-4.823390,13.635878,4.139854,63.646000
-4.780553,13.687938,4.212438,63.667000
-4.767416,13.734724,4.209370,63.689999
-4.785915,13.744901,4.157610,63.712002
-4.816726,13.735912,4.118984,63.735001
-4.830371,13.727853,4.110972,63.757000
-4.827393,13.722580,4.139796,63.779999
-4.803833,13.680035,4.182554,63.800999
-4.764239,13.622060,4.176857,63.824001
-4.755962,13.568785,4.138815,63.846001
-4.748210,13.606999,4.105007,63.889999
-4.748210,13.606999,4.105007,63.894001
-4.763354,13.620230,4.085760,63.911999
-4.800721,13.569215,4.076799,63.933998
-4.837628,13.482711,4.094443,63.956001
-4.827725,13.410700,4.123851,63.979000
-4.795963,13.474522,4.180691,64.001999
-4.734438,13.645427,4.272186,64.025002
-4.687620,13.699781,4.312768,64.044998
-4.649180,13.684939,4.373642,64.068001
-4.592897,13.660118,4.450355,64.089996
-4.536356,13.662174,4.470050,64.112999
-4.581399,13.612211,4.446554,64.134003
-4.706070,13.483394,4.292224,64.155998
-4.866307,13.381986,4.105290,64.179001
-4.968463,13.391514,4.009668,64.200996
-5.092289,13.461175,3.951210,64.223999
-5.212283,13.498386,3.974713,64.246002
-5.307981,13.501282,4.031717,64.267998
-5.373217,13.460205,4.128634,64.291000
-5.397371,13.446510,4.226496,64.313004
-5.406226,13.486154,4.231042,64.345001
-5.384037,13.525946,4.205922,64.357002
-5.369278,13.586694,4.191491,64.379997
-5.306718,13.662987,4.214942,64.402000
-5.221539,13.740161,4.324876,64.424004
-5.132585,13.822349,4.421342,64.447998
-5.076408,13.909017,4.466148,64.468002
-5.030522,14.019093,4.525087,64.491997
-4.945325,14.036659,4.603258,64.513000
-4.857526,14.007167,4.663527,64.535004
-4.806773,14.035102,4.657161,64.556999
-4.788041,14.139775,4.612986,64.581001
-4.815459,14.243608,4.606421,64.602997
-4.877975,14.283058,4.585828,64.624001
-4.920346,14.286583,4.556164,64.646004
-4.970024,14.252282,4.516012,64.667999
-4.983584,14.173428,4.484674,64.691002
-4.969119,14.080557,4.486693,64.712997
-4.925978,14.014209,4.473853,64.735001
-4.896573,13.937164,4.414450,64.757004
-4.865530,13.854376,4.325131,64.779999
-4.830121,13.743651,4.236738,64.803001
-4.737510,13.696134,4.256035,64.823997
-4.630941,13.778881,4.311731,64.846001
-4.520354,13.931536,4.385235,64.867996
-4.458819,14.033634,4.449798,64.890999
-4.465844,14.018000,4.436345,64.913002
-4.492217,13.963181,4.432264,64.934998
-4.474864,13.913566,4.465604,64.957001
-4.453671,13.888854,4.534254,64.978996
-4.410122,13.845230,4.598059,65.001999
-4.379572,13.753780,4.603308,65.025002
-4.343512,13.649551,4.561989,65.045998
-4.307876,13.584603,4.505345,65.068001
-4.257682,13.527701,4.487430,65.091003
-4.206953,13.516076,4.492362,65.112999
-4.175745,13.478920,4.469117,65.135002
-4.161702,13.405898,4.460247,65.156998
-4.138611,13.320651,4.425576,65.179001
-4.138315,13.246352,4.352203,65.202003
-4.152529,13.177292,4.313169,65.223999
-4.138094,13.076389,4.294873,65.246002
-4.128061,13.016926,4.284435,65.267998
-4.106946,13.000308,4.251376,65.291000
-4.065288,12.984517,4.223715,65.313004
-3.987952,12.982331,4.222409,65.334999
-3.910608,13.046145,4.241248,65.359001
-3.824009,13.087215,4.276356,65.379997
-3.745657,13.090918,4.315405,65.402000
-3.714509,13.124290,4.310039,65.474998
-3.714509,13.124290,4.310039,65.478996
-3.766749,13.162996,4.311679,65.490997
-3.756318,13.112152,4.362660,65.514000
-3.735569,13.095357,4.427382,65.536003
-3.691543,13.107344,4.509937,65.558998
-3.676312,13.158871,4.544065,65.580002
-3.678565,13.193288,4.532439,65.602997
-3.685362,13.243012,4.532609,65.624001
-3.701405,13.332112,4.568172,65.648003
-3.713894,13.427953,4.589687,65.668999
-3.735539,13.493646,4.639071,65.691002
-3.762558,13.478633,4.682362,65.713997
-3.764629,13.526260,4.666765,65.736000
-3.763006,13.550801,4.662682,65.758003
-3.775753,13.530112,4.634586,65.779999
-3.765551,13.530665,4.608072,65.802002
-3.736505,13.556668,4.612579,65.823997
-3.742092,13.603619,4.587794,65.848000
-3.720441,13.631294,4.609162,65.867996
-3.696101,13.662017,4.624659,65.890999
-3.699425,13.685431,4.646825,65.913002
-3.693006,13.688381,4.652968,65.935997
-3.687212,13.677057,4.627842,65.958000
-3.692626,13.632298,4.583539,65.981003
-3.716819,13.594814,4.551065,66.001999
-3.730713,13.546771,4.527574,66.026001
-3.741870,13.499315,4.537411,66.046997
-3.752262,13.475969,4.548194,66.069000
-3.753895,13.470942,4.577811,66.091003
-3.748238,13.468230,4.587432,66.112999
-3.726291,13.488858,4.601491,66.136002
-3.702502,13.502457,4.615767,66.157997
-3.689881,13.521711,4.603700,66.180000
-3.663498,13.560369,4.619359,66.202003
-3.624774,13.614561,4.635027,66.223999
-3.594804,13.649121,4.673652,66.247002
-3.568803,13.609732,4.719346,66.268997
-3.559779,13.615087,4.703710,66.288002
-3.595418,13.605777,4.676470,66.308998
-3.631091,13.554182,4.697978,66.332001
-3.633748,13.524362,4.749424,66.353996
-3.622814,13.546190,4.832926,66.376999
-3.631418,13.553465,4.813865,66.399002
-3.628527,13.520359,4.778915,66.420998
-3.611910,13.516007,4.759055,66.443001
-3.591839,13.515674,4.759744,66.463997
-3.566182,13.534627,4.790482,66.487000
-3.558847,13.521936,4.778136,66.509003
-3.598305,13.467916,4.730561,66.531998
-3.649555,13.433950,4.664335,66.554001
-3.687406,13.385968,4.645875,66.577003
-3.712596,13.365545,4.664547,66.598999
-3.728698,13.349912,4.657172,66.620003
-3.740856,13.339366,4.649846,66.642998
-3.727253,13.324394,4.662029,66.667999
-3.675668,13.367247,4.646672,66.707001
-3.675668,13.367247,4.646672,66.711998
-3.674018,13.412298,4.607992,66.732002
-3.683035,13.446361,4.601388,66.753998
-3.684443,13.449769,4.627737,66.776001
-3.698191,13.457870,4.646346,66.797997
-3.713363,13.417210,4.690351,66.820000
-3.700649,13.363538,4.689013,66.845001
-3.730789,13.342562,4.618722,66.864998
-3.770075,13.299258,4.585193,66.887001
-3.787621,13.277436,4.587420,66.908997
-3.790380,13.257731,4.620459,66.931000
-3.791844,13.284710,4.641829,66.954002
-3.792791,13.322980,4.630583,66.976997
-3.771907,13.365484,4.627874,66.999001
-3.766534,13.364282,4.582680,67.021004
-3.777542,13.367294,4.564655,67.043999
-3.759810,13.327604,4.571447,67.065002
-3.753439,13.343293,4.552561,67.087997
-3.752102,13.329926,4.524642,67.109001
-3.774932,13.316867,4.481899,67.133003
-3.785089,13.298596,4.461163,67.153999
-3.787748,13.280994,4.447894,67.177002
-3.813478,13.269684,4.446236,67.197998
-3.805262,13.263769,4.492640,67.220001
-3.782197,13.269035,4.495565,67.242996
-3.756824,13.278337,4.509879,67.264999
-3.732753,13.261877,4.498464,67.290001
-3.712926,13.264718,4.473071,67.311996
-3.700192,13.270865,4.465803,67.334000
-3.678304,13.295475,4.496503,67.357002
-3.680498,13.312078,4.517029,67.379997
-3.662105,13.275435,4.583533,67.402000
-3.657157,13.248066,4.615277,67.424004
-3.648154,13.261413,4.626995,67.445000
-3.659566,13.266761,4.638774,67.468002
-3.635091,13.230437,4.672604,67.489998
-3.596065,13.230185,4.694374,67.512001
-3.584980,13.284410,4.693979,67.533997
-3.576113,13.313834,4.676083,67.556999
-3.574959,13.336394,4.675770,67.579002
-3.590892,13.365648,4.650431,67.601997
-3.591517,13.383482,4.677429,67.624001
-3.578896,13.383946,4.742119,67.646004
-3.581922,13.377765,4.737435,67.667999
-3.589858,13.334195,4.742742,67.690002
-3.573162,13.230076,4.722603,67.711998
-3.553563,13.078869,4.695873,67.735001
-3.525935,12.923004,4.708855,67.755997
-3.490488,12.628036,4.725893,67.804001
-3.490488,12.628036,4.725893,67.806999
-3.436333,12.592368,4.817953,67.823997
-3.382194,12.586583,4.909974,67.846001
-3.330132,12.596405,4.998458,67.867996
-3.284738,12.609547,5.013526,67.889999
-3.260049,12.642249,4.974773,67.913002
-3.219874,12.664932,4.990486,67.934998
-3.211920,12.695422,5.026149,67.956001
-3.233795,12.679276,5.052472,67.978996
-3.288436,12.600155,5.091229,68.000999
-3.323251,12.550875,5.102392,68.023003
-3.347371,12.532680,5.112325,68.045998
-3.373067,12.529243,5.119401,68.068001
-3.367242,12.546770,5.105859,68.092003
-3.337227,12.617613,5.108338,68.112000
-3.300643,12.700893,5.094427,68.135002
-3.265133,12.773662,5.094747,68.156998
-3.252798,12.834976,5.089552,68.179001
-3.259694,12.935722,5.081635,68.200996
-3.296246,13.012800,5.083223,68.223000
-3.318350,13.049697,5.094559,68.246002
-3.360984,13.073527,5.058485,68.267998
-3.420760,13.068542,4.986774,68.291000
-3.473948,13.064724,4.910891,68.313004
-3.504743,13.067995,4.903377,68.334999
-3.536784,13.091095,4.886344,68.357002
-3.568965,13.128005,4.883612,68.379997
-3.582093,13.169751,4.885213,68.402000
-3.572827,13.228491,4.891020,68.425003
-3.558805,13.270463,4.878523,68.445999
-3.569631,13.275777,4.829648,68.469002
-3.583044,13.270811,4.772250,68.490997
-3.599607,13.241537,4.751905,68.513000
-3.618364,13.249296,4.777784,68.536003
-3.611683,13.296670,4.840511,68.556999
-3.635607,13.398788,4.920434,68.580002
-3.643647,13.431799,5.025882,68.601997
-3.637078,13.444557,5.058103,68.624001
-3.636763,13.487854,5.068948,68.646004
-3.679546,13.514956,5.029644,68.667999
-3.671716,13.533173,5.003301,68.692001
-3.654527,13.528398,5.015094,68.712997
-3.653421,13.514669,5.023908,68.736000
-3.661697,13.501057,5.027852,68.758003
-3.680661,13.466154,5.044359,68.779999
-3.686661,13.423917,5.060644,68.802002
-3.661627,13.388796,5.135406,68.824997
-3.621615,13.373483,5.192555,68.846001
-3.575105,13.370006,5.224775,68.867996
-3.556905,13.352411,5.234098,68.890999
-3.525294,13.363497,5.230639,68.913002
-3.497178,13.375129,5.273964,68.934998
-3.477970,13.385824,5.319220,68.957001
-3.505422,13.427728,5.337430,68.978996
-3.516950,13.448676,5.364416,69.001999
-3.523821,13.474440,5.374687,69.024002
-3.540849,13.455090,5.381433,69.045998
-3.550425,13.406766,5.351462,69.068001
-3.598274,13.327419,5.297831,69.091003
-3.618878,13.243566,5.266901,69.112999
-3.627405,13.192045,5.287310,69.135002
-3.605232,13.208527,5.303113,69.157997
-3.618970,13.238647,5.289530,69.180000
-3.644780,13.210384,5.232879,69.202003
-3.655225,13.180270,5.178972,69.223999
-3.700565,13.166548,5.140232,69.246002
-3.737063,13.143114,5.116569,69.267998
-3.736419,13.131038,5.151915,69.292000
-3.765012,13.144439,5.205859,69.313004
-3.783185,13.153783,5.280057,69.335999
-3.755668,13.125471,5.375344,69.357002
-3.728233,13.159609,5.445804,69.379997
-3.702263,13.265655,5.530193,69.402000
-3.710119,13.365327,5.588941,69.424004
-3.739138,13.435124,5.558251,69.445999
-3.812692,13.479877,5.481030,69.469002
-3.884231,13.491576,5.429403,69.491997
-3.919360,13.501801,5.420568,69.514000
-3.953423,13.511596,5.460606,69.538002
-3.983050,13.529361,5.483738,69.557999
-4.025401,13.538712,5.495837,69.581001
-4.044186,13.581981,5.506928,69.601997
-4.055397,13.641800,5.506778,69.625000
-4.100408,13.689331,5.493746,69.647003
-4.167408,13.760597,5.475673,69.668999
-4.227536,13.865133,5.504678,69.691002
-4.298537,13.988179,5.587601,69.712997
-4.389101,14.052376,5.619778,69.736000
-4.495816,14.054555,5.606707,69.758003
-4.612091,14.095788,5.582222,69.779999
-4.734250,14.343369,5.576355,69.802002
-4.922639,14.706721,5.675675,69.823997
-5.135174,14.984150,5.799674,69.847000
-5.299675,15.013035,5.900974,69.870003
-5.477374,14.987906,5.950491,69.890999
-5.665262,15.028300,5.971645,69.914001
-5.794204,15.074349,5.987659,69.934998
-5.876036,15.115788,5.989752,69.958000
-5.957895,15.142003,6.009202,69.980003
-6.039731,15.125706,6.065257,70.001999
-6.148136,15.065361,6.144888,70.024002
-6.253005,14.880590,6.241390,70.045998
-6.355368,14.637654,6.292527,70.068001
-6.457860,14.363437,6.256901,70.091003
-6.627000,14.087640,6.017471,70.113998
-6.770240,13.796619,5.724330,70.136002
-6.853350,13.490565,5.488521,70.158997
-6.896350,13.142540,5.301449,70.180000
-6.876941,12.796277,5.202483,70.202003
-6.835469,12.441858,5.084626,70.223999
-6.854807,12.036685,4.872960,70.247002
-6.957935,11.657418,4.515548,70.268997
-7.075838,11.455791,4.139882,70.291000
-7.106776,11.499716,3.936213,70.314003
-7.083759,11.583474,3.951933,70.334999
-7.006763,11.605453,4.089918,70.359001
-6.946960,11.650560,4.174192,70.380997
-6.875184,11.701487,4.162586,70.402000
-6.829820,11.665826,4.295180,70.424004
-6.755750,11.708706,4.579818,70.446999
-6.635062,11.849586,4.738362,70.469002
-6.525592,11.958418,4.813248,70.490997
-6.527956,12.031760,4.837950,70.514999
-6.580531,12.066341,4.912362,70.535004
-6.673469,12.049648,5.140635,70.557999
-6.773776,12.034171,5.464244,70.581001
-6.893406,12.135279,5.799599,70.601997
-7.016980,12.285666,6.053333,70.624001
-7.125053,12.378898,6.178916,70.646004
-7.209354,12.433840,6.197414,70.668999
-7.290417,12.453456,6.147837,70.691002
-7.323399,12.416799,6.062122,70.712997
-7.303506,12.330075,6.015275,70.736000
-7.245589,12.193103,6.001383,70.758003
-7.179276,12.093246,5.948244,70.780998
-7.126027,12.027874,5.814718,70.802002
-7.078429,11.924451,5.663929,70.823997
-7.028769,11.801638,5.499533,70.846001
-7.016045,11.729517,5.315068,70.869003
-7.130639,11.572539,4.945024,70.910004
-7.130639,11.572539,4.945024,70.914001
-7.203986,11.498363,4.793343,70.935997
-7.358884,11.391819,4.669383,70.958000
-7.512661,11.276826,4.571458,70.980003
-7.685183,11.183738,4.514199,71.002998
-7.826108,11.166963,4.493289,71.025002
-7.978104,11.193061,4.483978,71.046997
-8.122690,11.207069,4.479867,71.070000
-8.232146,11.211776,4.452917,71.091003
-8.310379,11.227061,4.422234,71.112999
-8.387643,11.282126,4.438457,71.135002
-8.423652,11.346705,4.477820,71.156998
-8.429829,11.356445,4.520970,71.180000
-8.447011,11.323005,4.530757,71.204002
-8.446658,11.331146,4.513236,71.255997
-8.446658,11.331146,4.513236,71.261002
-8.452382,11.355257,4.483454,71.268997
-8.469047,11.340251,4.493174,71.291000
-8.453506,11.340518,4.524077,71.311996
-8.445306,11.353946,4.549451,71.334999
-8.455373,11.361985,4.598245,71.383003
-8.455373,11.361985,4.598245,71.387001
-8.475440,11.356514,4.604489,71.402000
-8.481253,11.359942,4.581641,71.425003
-8.467075,11.377968,4.584371,71.445000
-8.459870,11.391976,4.598746,71.468002
-8.474192,11.389347,4.579236,71.489998
-8.503418,11.362135,4.552013,71.513000
-8.541000,11.336324,4.548259,71.535004
-8.514237,11.326133,4.591347,71.557999
-8.504752,11.331952,4.602091,71.580002
-8.516778,11.369313,4.548841,71.600998
-8.524912,11.387967,4.476429,71.623001
-8.509538,11.428627,4.449647,71.644997
-8.506373,11.476978,4.424006,71.680000
-8.513371,11.537350,4.424561,71.691002
-8.521579,11.559501,4.424211,71.712997
-8.531980,11.561768,4.388083,71.736000
-8.561483,11.547977,4.361924,71.757004
-8.573748,11.550935,4.336417,71.779999
-8.562937,11.582033,4.340929,71.801003
-8.539180,11.620753,4.340588,71.823997
-8.459049,11.705025,4.422711,71.846001
-8.313298,11.802901,4.567332,71.867996
-8.159329,11.936288,4.718507,71.889999
-7.979401,12.037778,4.819085,71.912003
-7.782871,12.185514,4.811519,71.934998
-7.544372,12.323156,4.789291,71.956001
-7.231565,12.422065,4.723588,71.980003
-6.956567,12.465498,4.552407,72.002998
-6.802652,12.415214,4.291358,72.023003
-6.660473,12.305009,3.910050,72.043999
-6.447800,12.142259,3.542395,72.068001
-6.162110,12.026856,3.273965,72.089996
-5.768148,12.031657,3.089465,72.112000
-5.276530,12.196764,2.989724,72.134003
-4.703326,12.451577,2.881166,72.156998
-4.165785,12.715837,2.769267,72.179001
-3.600850,12.954293,2.684936,72.200996
-3.086879,13.255730,2.579310,72.223999
-2.582047,13.616111,2.468164,72.246002
-2.134735,13.925430,2.401016,72.269997
-1.742785,14.231450,2.314442,72.287003
-1.456641,14.530182,2.225925,72.308998
-1.288474,14.698860,2.152943,72.331001
-1.192397,14.754546,2.053314,72.352997
-1.126987,14.824235,2.022298,72.375999
-1.041420,14.909783,2.037005,72.397003
-1.021180,14.915828,1.968381,72.420998
-1.060024,14.831126,1.845944,72.442001
-1.058521,14.724343,1.678570,72.464996
-1.059520,14.649744,1.472346,72.486000
-1.033182,14.563807,1.296143,72.508003
-0.972475,14.450494,1.139237,72.530998
-0.773301,14.400599,1.070963,72.554001
-0.462619,14.442038,1.122878,72.574997
-0.104585,14.473751,1.237843,72.597000
0.243171,14.392888,1.319644,72.620003
0.525046,14.357268,1.353718,72.641998
0.715682,14.342631,1.325032,72.664001
0.769117,14.256927,1.283462,72.685997
0.770807,14.117884,1.236263,72.708000
0.705025,14.013902,1.231765,72.731003
0.579237,13.903361,1.212586,72.752998
0.420925,13.820115,1.217463,72.775002
0.210122,13.777870,1.251385,72.796997
-0.041497,13.829062,1.278599,72.819000
-0.293832,13.901210,1.339293,72.842003
-0.495496,13.907787,1.441713,72.863998
-0.718570,13.882024,1.532975,72.886002
-0.989825,13.814918,1.597142,72.907997
-1.296253,13.707909,1.588354,72.931999
-1.637639,13.605524,1.572381,72.954002
-2.000161,13.515981,1.616404,72.974998
-2.347196,13.465109,1.728597,72.997002
-2.708244,13.360027,1.877354,73.018997
-3.123413,13.187967,2.039941,73.042000
-3.559753,13.052149,2.203792,73.064003
-4.067661,12.960270,2.420264,73.085999
-4.646096,12.879189,2.635130,73.109001
-5.247442,12.792480,2.814876,73.130997
-5.920309,12.732285,2.925726,73.152000
-6.635528,12.646027,3.000034,73.174004
-7.334809,12.500557,3.073369,73.197998
-7.953814,12.456386,3.094708,73.220001
-8.487659,12.525692,3.103309,73.241997
-8.912292,12.584384,3.097224,73.264000
-9.258384,12.627646,3.040531,73.289001
-9.584937,12.655376,2.988686,73.310997
-9.818103,12.682014,2.928569,73.333000
-9.985347,12.731390,2.919361,73.355003
-10.046330,12.738910,2.920416,73.377998
-10.064468,12.755302,2.919332,73.401001
-10.090364,12.792534,2.900410,73.421997
-10.058404,12.782302,2.855168,73.444000
-10.030840,12.690225,2.757445,73.466003
-10.025730,12.567274,2.606946,73.487999
-10.049287,12.448060,2.429229,73.512001
-10.037145,12.338408,2.341344,73.533997
-10.035604,12.291881,2.297484,73.555000
-10.023407,12.328293,2.303762,73.577003
-10.052738,12.408042,2.314938,73.599998
-10.091908,12.460286,2.267584,73.622002
-10.130200,12.486084,2.218506,73.643997
-10.117407,12.489014,2.230942,73.666000
-10.068319,12.502483,2.282027,73.689003
-9.985236,12.511021,2.373176,73.711998
-9.887589,12.512626,2.444554,73.733002
-9.780276,12.447924,2.512659,73.754997
-9.651006,12.366091,2.590993,73.778000
-9.543571,12.320404,2.651804,73.799004
-9.426282,12.288165,2.734559,73.820999
-9.291920,12.237411,2.853541,73.845001
-9.131830,12.195698,2.997529,73.865997
-8.943977,12.151882,3.120567,73.888000
-8.746895,12.099549,3.196098,73.911003
-8.448217,12.014910,3.269819,73.932999
-8.039865,11.923884,3.335195,73.955002
-7.373790,11.794015,3.393588,73.977997
-6.231289,11.648593,3.408999,73.999001
-4.398001,11.451468,3.287926,74.022003
-1.733519,11.219172,2.953065,74.042999
1.779198,10.974269,2.516703,74.066002
6.346914,10.651037,1.986146,74.087997
11.583816,10.131861,1.377303,74.111000
16.524015,9.636215,0.733988,74.133003
21.577581,8.953981,0.098794,74.154999
26.076443,8.573936,-0.826533,74.177002
30.294699,8.115118,-1.673152,74.198997
33.893002,7.648063,-2.204644,74.221001
36.635120,6.949287,-2.585083,74.242996
38.083031,6.189244,-2.671237,74.264999
38.043209,5.692641,-2.135091,74.289001
35.538757,4.960506,0.066405,74.332001
35.538757,4.960506,0.066405,74.335999
33.893684,4.918897,1.335801,74.355003
32.313293,5.046540,2.375792,74.376999
30.575962,5.134929,3.282549,74.400002
28.318270,5.122457,4.383899,74.421997
25.336481,5.122880,5.754013,74.445000
21.705893,5.044825,7.248791,74.467003
17.732534,5.035358,8.502450,74.488998
13.331656,5.233468,9.336332,74.511002
9.193230,5.486527,9.761609,74.533997
5.209681,5.831602,9.987161,74.556000
1.522979,6.329140,10.208742,74.577003
-2.033700,6.965112,10.600413,74.599998
-5.138118,7.605873,10.801311,74.622002
-7.906593,8.163633,10.637691,74.644997
-10.279558,8.585828,10.190125,74.666000
-12.690906,8.830888,9.656760,74.689003
-14.927700,8.941783,9.247139,74.710999
-16.519772,8.848783,8.987136,74.734001
-17.786341,8.644731,8.806791,74.755997
-18.700191,8.421179,8.743718,74.778000
-19.247522,8.263647,8.681926,74.800003
-19.320118,8.195243,8.467010,74.821999
-19.310585,8.120302,8.048039,74.845001
-19.232368,8.083426,7.584896,74.867996
-19.124140,7.995152,7.224258,74.889000
-19.080076,7.885248,6.908042,74.912003
-19.119556,7.798566,6.680382,74.934998
-19.197752,7.765924,6.542634,74.956001
-19.301828,7.773861,6.435709,74.977997
-19.409502,7.768657,6.345108,75.000000
-19.501549,7.747613,6.308690,75.023003
-19.530184,7.688265,6.272300,75.044998
-19.565525,7.619663,6.116468,75.067001
-19.626869,7.595491,5.950891,75.089996
-19.689653,7.606358,5.848931,75.112000
-19.644810,7.656498,5.758929,75.134003
-19.553303,7.737443,5.647182,75.155998
-19.465473,7.816051,5.525086,75.178001
-19.327318,7.940170,5.448423,75.199997
-19.140364,8.157342,5.365370,75.223000
-18.948954,8.378551,5.280988,75.245003
-18.782354,8.604405,5.222655,75.266998
-18.605349,8.926531,5.216358,75.290001
-18.485403,9.328487,5.257959,75.311996
-18.496758,9.668050,5.338829,75.334000
-18.591661,9.924948,5.433170,75.355003
-18.684174,10.165431,5.506357,75.377998
-18.796108,10.354163,5.500293,75.400002
-18.970110,10.504953,5.447086,75.422997
-19.177776,10.571582,5.459655,75.445000
-19.335526,10.531045,5.490554,75.467003
-19.496050,10.434035,5.468172,75.488998
-19.687983,10.329458,5.452753,75.512001
-19.863214,10.290021,5.419861,75.533997
-20.000782,10.316474,5.381828,75.555000
-20.135614,10.363322,5.369436,75.578003
-20.230146,10.385575,5.371080,75.599998
-20.313959,10.384899,5.329922,75.623001
