YawRotation,PitchRotation,RollRotation,ElapsedTimeSeconds
48.021381,12.467943,19.259096,8.461000
48.274185,13.463088,20.812063,8.483000
48.435490,14.140191,21.856644,8.505000
48.608089,14.506023,22.601416,8.527000
48.886013,14.727527,23.137417,8.550000
49.299488,14.885775,23.350439,8.573000
49.709221,14.826318,23.103464,8.595000
49.992592,14.544341,22.566174,8.616000
49.945995,14.092804,21.968246,8.636000
49.916733,13.284636,21.670807,8.658000
50.013741,12.686413,21.523111,8.680000
50.298641,12.545794,21.284407,8.702000
50.730072,12.330738,21.346012,8.725000
51.188095,12.196449,21.064684,8.746000
51.465580,11.907533,20.266830,8.769000
51.461567,11.530294,18.857132,8.792000
51.342319,10.891521,17.233635,8.814000
51.339249,9.924989,16.029772,8.835000
51.618439,9.225693,15.256433,8.857000
51.895882,8.950259,14.758002,8.879000
51.777538,9.200620,13.957035,8.902000
51.452831,9.642744,13.032671,8.925000
51.200134,10.191414,12.211772,8.946000
51.063709,10.695652,11.614149,8.969000
50.979500,11.006283,11.150004,8.990000
50.808155,11.198744,10.672998,9.013000
50.499668,11.452334,10.030934,9.035000
50.170853,11.706097,9.434376,9.057000
49.865772,11.952243,8.980460,9.079000
49.631241,12.122745,8.619287,9.103000
49.460278,12.249432,8.376706,9.124000
49.338711,12.259800,8.176399,9.146000
49.332817,12.128551,8.034490,9.168000
49.379467,11.950378,8.029031,9.190000
49.503643,11.786693,7.957080,9.214000
49.690636,11.554487,7.926827,9.236000
49.928532,11.333319,8.010781,9.258000
50.261387,11.201058,8.121485,9.279000
50.676540,11.102663,8.228852,9.301000
51.099327,10.919778,8.176152,9.324000
51.533310,10.722105,8.003618,9.347000
52.078171,10.830740,7.792000,9.368000
52.602039,11.374436,7.548612,9.392000
52.844486,11.824915,7.393106,9.414000
52.543530,11.957755,6.946427,9.435000
51.887100,11.950774,6.309943,9.458000
51.036964,11.690004,5.743617,9.479000
50.296722,10.675209,5.369122,9.503000
49.909603,9.390369,5.330483,9.524000
49.733002,8.383053,6.191186,9.547000
49.295063,7.691947,7.487857,9.568000
48.114918,7.193432,8.116045,9.590000
46.493141,7.135942,7.980557,9.613000
45.525047,7.305611,7.769907,9.632000
44.737526,7.302537,8.011092,9.654000
44.399963,6.975303,8.951581,9.677000
44.148212,6.404238,9.859901,9.697000
43.819241,5.896379,10.141569,9.721000
43.775436,5.903558,10.274439,9.742000
44.135475,6.216640,10.804045,9.764000
44.686119,6.567677,11.663507,9.787000
45.083675,6.753479,12.346192,9.810000
45.302944,6.717053,12.467920,9.832000
45.541367,6.671127,12.222067,9.854000
45.873096,6.533288,12.208879,9.876000
46.300053,6.280420,12.301031,9.898000
46.867634,6.795328,12.062190,9.920000
47.488190,7.953052,11.725972,9.943000
47.765175,9.079261,11.288388,9.965000
47.686218,9.738559,10.433776,9.986000
47.338490,10.118092,9.235147,10.009000
46.964817,10.551781,8.057673,10.032000
46.750599,11.209528,7.504887,10.054000
46.543186,11.971826,7.332448,10.075000
46.085983,12.316339,6.994514,10.098000
45.475105,12.067830,6.342696,10.122000
45.091778,11.627263,5.772525,10.142000
44.914326,11.265365,5.785293,10.165000
44.907299,11.264498,6.322402,10.187000
45.054352,11.435567,7.147191,10.209000
45.411552,11.470715,7.814632,10.232000
45.915470,11.475141,8.139715,10.253000
46.487923,11.411435,8.209838,10.275000
47.090656,11.518758,8.205983,10.298000
47.720421,11.913195,8.203996,10.320000
48.296345,12.337261,8.205794,10.342000
48.924660,12.734628,8.212323,10.364000
49.567181,13.150914,8.324302,10.387000
50.144215,13.561339,8.349913,10.409000
50.618568,13.880057,8.312498,10.432000
50.994915,14.008355,8.355992,10.453000
51.240185,14.075899,8.377151,10.476000
51.315975,14.101021,8.250027,10.497000
51.348507,14.307367,8.021401,10.520000
51.258209,14.569332,7.870476,10.543000
51.085548,14.828633,7.944176,10.564000
50.850082,15.113070,8.115833,10.587000
50.553772,15.437804,8.028386,10.609000
50.202995,15.541480,7.720376,10.631000
49.955196,15.565140,7.510492,10.653000
49.890030,15.474291,7.600460,10.675000
49.915585,15.163395,7.699351,10.697000
49.827221,14.716509,7.482014,10.720000
49.631809,14.541179,7.139475,10.741000
49.467773,14.630217,6.924478,10.764000
49.313412,14.581818,6.887958,10.786000
49.039822,14.267732,6.776735,10.809000
48.668606,14.138402,6.597378,10.832000
48.241531,14.020677,6.443569,10.853000
47.923988,13.845859,6.326970,10.875000
47.754612,13.722150,6.416489,10.897000
47.665516,13.611323,6.654438,10.920000
47.461151,13.618385,6.867090,10.943000
47.255741,13.736821,7.093901,10.966000
47.020512,13.648172,7.203198,10.986000
46.740017,13.262054,7.103157,11.009000
46.371456,12.601309,6.915091,11.032000
45.867077,12.375578,6.642167,11.053000
45.235329,12.448682,6.566665,11.076000
44.631115,12.352745,6.419509,11.098000
43.957222,12.069026,5.818973,11.120000
43.080585,12.053842,4.947051,11.143000
42.290695,11.931015,4.286098,11.165000
41.706108,11.770949,3.934805,11.187000
41.388489,11.887958,3.854827,11.209000
41.054028,12.067489,3.877412,11.231000
40.940868,12.117397,4.042429,11.253000
41.069862,11.635616,4.393130,11.275000
41.156219,11.149600,4.611664,11.297000
41.224567,10.985231,4.616307,11.320000
41.363918,10.653913,4.374486,11.343000
41.472317,10.125939,4.178378,11.366000
41.562912,9.898228,4.385335,11.386000
41.715096,9.938765,4.780488,11.409000
41.890659,9.785263,5.090972,11.433000
42.142086,9.590234,5.241405,11.454000
42.356339,9.713580,5.221000,11.476000
42.458977,9.988065,5.080019,11.499000
42.505390,9.870326,4.836280,11.520000
42.539558,9.666950,4.505466,11.543000
42.543892,9.974460,4.149872,11.565000
42.472366,10.693917,3.821234,11.586000
42.501152,10.767772,3.593146,11.609000
42.555359,10.467257,3.450851,11.632000
42.562588,10.944428,3.348742,11.654000
42.447380,12.362014,3.299954,11.676000
42.303146,13.156016,3.214022,11.698000
42.085880,12.827266,3.005919,11.719000
41.821705,12.396669,2.808751,11.743000
41.640625,12.906058,2.609182,11.764000
41.375217,14.041638,2.267019,11.788000
41.183685,14.438411,1.965996,11.809000
41.001396,14.543951,2.023947,11.831000
40.700153,14.799161,2.117852,11.853000
40.182056,15.205632,1.871356,11.875000
39.624123,15.390526,1.521481,11.897000
39.117535,15.434355,0.954429,11.920000
38.824024,15.311364,0.844204,11.944000
38.547947,15.104621,0.809427,11.965000
38.245651,14.796279,0.595728,11.987000
38.085640,14.573013,0.451513,12.008000
38.030613,14.645331,0.219682,12.031000
37.937794,14.707978,0.224507,12.053000
37.847389,14.466285,0.287269,12.076000
37.529156,14.532552,0.065955,12.098000
37.201797,14.680391,-0.233488,12.120000
37.097012,14.716742,-0.130114,12.143000
37.363312,14.372924,0.347885,12.164000
37.497150,14.289916,0.529979,12.186000
37.577103,14.501535,0.400444,12.209000
37.840408,14.828982,0.321463,12.230000
38.210976,14.893773,0.375992,12.253000
38.392982,14.719624,0.556044,12.276000
38.523651,14.774279,0.679675,12.298000
38.639206,14.994095,0.935798,12.320000
38.599884,15.308133,1.092107,12.343000
38.316032,15.617541,0.984793,12.365000
37.972767,15.809066,0.592601,12.387000
37.724586,15.879376,0.198560,12.408000
37.481976,16.072609,0.060872,12.431000
37.136372,16.319521,0.040785,12.453000
36.793076,16.153301,-0.021692,12.476000
36.608185,15.644677,-0.173120,12.498000
36.504616,15.492275,0.143210,12.520000
36.316071,15.615218,0.558914,12.542000
36.004047,15.519603,0.531800,12.564000
35.676437,15.322593,0.477290,12.586000
35.529919,15.555420,0.585451,12.608000
35.354843,15.958586,0.777981,12.631000
35.167679,15.816777,0.456379,12.654000
35.009350,15.546227,-0.146604,12.676000
34.961853,15.662019,-0.475768,12.699000
34.988056,15.926210,-0.543577,12.721000
34.746376,16.065786,-0.678466,12.742000
34.349670,16.067369,-0.766649,12.764000
34.018593,16.125120,-0.695391,12.788000
33.656471,16.428209,-0.455873,12.809000
33.146526,16.509249,-0.420055,12.833000
32.728455,16.535368,-0.345688,12.854000
32.782536,16.721136,-0.089938,12.876000
32.854908,16.959742,0.323666,12.898000
32.734226,16.908466,0.479452,12.921000
32.563988,16.936909,0.333720,12.943000
32.413208,17.152790,0.120224,12.964000
32.243614,17.054428,0.062490,12.988000
32.070774,16.561522,0.146949,13.009000
31.986036,16.580570,0.274907,13.032000
32.023006,16.913303,0.409376,13.054000
32.039413,17.065479,0.345517,13.076000
32.064148,17.119629,0.343246,13.098000
32.084167,17.319468,0.317740,13.120000
32.017700,17.554705,0.017150,13.143000
31.957418,17.490740,-0.305341,13.165000
32.009827,17.351028,-0.302297,13.187000
32.057537,17.457150,-0.239078,13.210000
31.999557,17.734148,-0.298819,13.232000
31.821430,17.701733,-0.330044,13.255000
31.737644,17.703091,-0.212225,13.276000
31.637465,18.054102,-0.047848,13.298000
31.396345,18.544619,-0.164975,13.320000
31.022551,18.821358,-0.399815,13.342000
30.641726,18.672665,-0.632798,13.366000
30.340343,18.276512,-0.500254,13.388000
30.105289,18.103477,-0.059598,13.410000
29.920486,18.268406,0.177271,13.432000
29.725647,18.409067,0.244426,13.455000
29.497911,18.142321,0.144447,13.475000
29.309088,17.742685,0.020775,13.499000
29.142435,17.659044,0.035938,13.522000
29.110374,17.805613,0.081348,13.543000
29.097219,17.675571,0.187287,13.565000
29.047649,17.349171,0.343990,13.588000
29.117975,17.113836,0.517928,13.610000
29.227289,16.956169,0.675142,13.631000
29.181053,16.877069,0.756217,13.654000
28.959648,16.856947,0.694115,13.675000
28.653683,16.828882,0.635529,13.697000
28.359610,16.834948,0.553144,13.721000
28.023172,16.856270,0.349921,13.743000
27.602987,16.753054,0.118103,13.764000
27.037857,16.437717,-0.062931,13.786000
26.433855,15.893357,-0.030394,13.809000
25.819880,15.238083,0.095686,13.832000
25.041183,14.584106,0.165006,13.853000
23.957462,13.980365,0.118954,13.876000
22.323183,13.291369,0.188716,13.897000
20.153475,12.327848,0.477185,13.920000
17.799343,11.212219,0.893913,13.943000
15.303677,10.282487,1.283614,13.964000
12.680256,9.698874,1.601611,13.987000
10.311409,9.312129,1.763062,14.010000
8.088003,8.955327,1.865266,14.031000
5.824582,8.667346,1.877906,14.053000
3.747001,8.503066,1.829517,14.076000
1.998790,8.338035,1.651205,14.098000
0.756470,8.176576,1.332842,14.120000
0.072535,8.038961,1.091495,14.143000
-0.163203,8.028183,0.906791,14.165000
-0.021361,7.960544,0.789425,14.187000
0.416052,7.798273,0.740422,14.210000
0.833048,7.675431,0.645408,14.231000
1.222386,7.552529,0.513898,14.254000
1.524889,7.455780,0.427274,14.275000
1.772788,7.349659,0.420952,14.298000
1.884229,7.306273,0.550107,14.320000
1.915838,7.355533,0.744434,14.343000
1.793948,7.498031,0.879541,14.365000
1.647147,7.566668,0.905152,14.387000
1.508366,7.564755,0.913082,14.410000
1.472390,7.590491,0.929223,14.431000
1.503714,7.656218,1.000203,14.453000
1.502267,7.660617,0.990986,14.476000
1.529245,7.535816,0.903635,14.499000
1.627497,7.433861,0.947415,14.521000
1.730410,7.386193,1.043122,14.542000
1.785930,7.342767,1.074121,14.565000
1.768146,7.286732,0.993929,14.587000
1.779138,7.245061,0.889884,14.609000
1.841213,7.296964,0.921183,14.630000
1.893479,7.405776,1.046904,14.653000
1.977738,7.591181,1.073151,14.674000
2.099530,7.750618,1.022905,14.697000
2.336728,8.003574,0.939496,14.719000
2.781682,8.324853,0.918993,14.742000
3.459779,8.586565,1.017767,14.765000
4.365443,8.883616,1.191185,14.787000
5.370589,9.183968,1.425472,14.808000
6.592441,9.325878,1.751989,14.831000
7.812496,9.389488,2.098981,14.852000
9.000517,9.536439,2.550085,14.875000
10.077978,9.669218,3.047579,14.897000
11.166255,9.804641,3.548977,14.919000
12.182847,9.874540,4.151671,14.941000
13.137984,9.912394,4.887136,14.964000
14.005940,9.884520,5.633094,14.985000
14.760492,9.841414,6.254177,15.008000
15.417654,9.794169,6.810072,15.030000
15.908768,9.695958,7.278558,15.052000
16.174709,9.494392,7.688859,15.074000
16.226290,9.237577,8.016556,15.097000
16.190762,8.992688,8.228430,15.119000
16.021048,8.748577,8.242110,15.141000
15.761653,8.583806,8.209061,15.164000
15.470208,8.513824,8.083318,15.186000
15.149633,8.457045,7.980150,15.207000
14.817222,8.408877,7.916247,15.230000
14.447304,8.398660,7.860781,15.252000
14.075087,8.439149,7.787968,15.274000
13.687832,8.465472,7.686214,15.297000
13.298213,8.411657,7.594424,15.320000
12.967557,8.378873,7.544577,15.341000
12.664515,8.359700,7.482863,15.363000
12.395963,8.345637,7.387876,15.386000
12.100970,8.352317,7.276482,15.408000
11.778058,8.370192,7.062795,15.430000
11.494061,8.318064,6.843872,15.452000
11.274433,8.233902,6.700376,15.474000
11.091788,8.122843,6.696587,15.497000
10.923061,8.042800,6.722086,15.519000
10.762180,8.007071,6.627863,15.541000
10.650896,7.997673,6.528507,15.564000
10.570010,7.985467,6.454838,15.585000
10.491651,7.975987,6.403346,15.608000
10.422323,7.945852,6.375620,15.630000
10.333729,7.989764,6.303094,15.652000
10.232649,8.035546,6.238327,15.674000
10.180387,8.034604,6.237014,15.696000
10.142577,8.078385,6.213328,15.719000
10.054484,8.112803,6.184786,15.742000
9.920351,8.149276,6.046221,15.763000
9.806623,8.130889,5.912281,15.786000
9.743766,8.110576,5.870877,15.808000
9.724082,8.089560,5.896550,15.830000
9.709228,8.116525,5.955597,15.853000
9.645778,8.115808,5.918063,15.874000
9.548868,8.068209,5.788614,15.897000
9.462248,8.022706,5.706950,15.919000
9.406477,7.999940,5.653649,15.941000
9.368263,8.005562,5.605391,15.963000
9.345511,7.966964,5.565629,15.987000
9.365992,7.926154,5.556757,16.007000
9.408830,7.891163,5.549007,16.028999
9.478958,7.869942,5.513846,16.052000
9.565016,7.793970,5.457937,16.076000
9.625253,7.737436,5.429818,16.096001
9.659750,7.673341,5.372738,16.118000
9.663438,7.624813,5.289378,16.141001
9.638587,7.569119,5.186740,16.163000
9.568475,7.534928,5.122774,16.186001
9.506157,7.528624,5.087594,16.208000
9.458225,7.481092,5.065678,16.230000
9.413645,7.422031,4.997764,16.253000
9.404902,7.420221,4.885725,16.275000
9.478318,7.447638,4.773529,16.296000
9.620852,7.480812,4.704858,16.318001
9.767469,7.464706,4.737331,16.341000
9.942287,7.514512,4.826688,16.363001
10.100556,7.542735,4.925087,16.386000
10.240703,7.523385,4.957286,16.407000
10.316707,7.502655,4.972477,16.430000
10.390823,7.538787,5.005998,16.452000
10.420888,7.600101,4.964914,16.475000
10.340590,7.698196,4.847639,16.497000
10.233955,7.745659,4.737006,16.518000
10.182905,7.672699,4.682726,16.542000
10.187504,7.586141,4.675220,16.563000
10.184618,7.515072,4.579713,16.586000
10.227081,7.441272,4.448688,16.608000
10.253922,7.441996,4.358593,16.631001
10.262660,7.489582,4.276708,16.652000
10.240408,7.523064,4.248882,16.674000
10.275089,7.475635,4.213850,16.697001
10.318682,7.444776,4.195493,16.719000
10.387471,7.472309,4.245906,16.740999
10.463973,7.555603,4.282336,16.763000
10.524262,7.569058,4.219657,16.785000
10.556879,7.548404,4.113049,16.806999
10.642858,7.509533,4.061795,16.830000
10.775153,7.479781,4.071091,16.851999
10.984776,7.389902,4.130712,16.874001
11.204294,7.303692,4.073863,16.899000
11.533566,7.211491,3.895605,16.919001
11.989872,7.117583,3.695144,16.941000
12.464878,7.014119,3.538022,16.964001
13.059501,6.843494,3.308726,16.988001
13.638257,6.621445,3.138099,17.007000
14.235232,6.259608,3.064326,17.031000
14.694118,5.959702,3.252818,17.052000
15.010825,5.750302,3.439115,17.075001
15.032316,5.548360,3.372403,17.097000
14.846294,5.148412,3.198892,17.118999
14.603097,4.285793,3.103945,17.139999
14.500604,3.400362,3.360070,17.163000
14.516009,2.701306,3.667502,17.187000
14.570289,2.239755,3.859913,17.207001
14.595340,1.647319,3.817131,17.230000
14.383846,0.589186,3.619113,17.252001
14.280493,-0.731472,3.777583,17.275999
14.485538,-1.882038,3.868773,17.299000
14.381042,-2.629514,3.985479,17.316999
14.078738,-3.187458,4.359167,17.341000
13.984217,-3.901404,4.741255,17.364000
13.602574,-4.063887,4.993979,17.386000
13.198343,-4.003331,5.230498,17.407000
12.843169,-4.184946,5.658236,17.429001
12.259614,-4.449615,6.044898,17.452000
11.475748,-4.649979,6.298748,17.475000
10.761194,-4.820105,6.239404,17.497000
10.073096,-5.062638,5.893120,17.520000
9.303076,-5.312951,5.854319,17.541000
8.780942,-5.226304,6.093745,17.563000
8.654618,-5.206489,6.297641,17.584999
8.590372,-5.631333,6.546499,17.607000
8.403085,-6.474466,7.007382,17.628000
8.022513,-7.482315,7.486835,17.652000
7.639445,-8.506345,8.121099,17.673000
7.414021,-8.750210,8.646589,17.695000
7.147692,-8.447899,8.598407,17.716999
6.622043,-8.014591,8.400465,17.740000
5.710989,-7.836310,7.973991,17.761999
4.752443,-7.342316,7.582245,17.785999
4.300561,-6.675991,7.285207,17.806000
3.874430,-6.333880,6.519453,17.827999
3.157353,-6.877263,6.096560,17.851999
2.510714,-8.353239,5.664498,17.874001
1.967060,-9.252030,5.185060,17.895000
1.605567,-9.515574,5.062174,17.917000
1.169972,-9.470016,4.835035,17.940001
-0.113730,-8.778152,4.713165,17.962999
-1.922088,-8.034289,4.576430,17.985001
-3.401053,-7.628474,4.466409,18.007000
-4.495408,-6.552036,4.553281,18.028999
-5.279232,-4.791958,4.314727,18.051001
-6.451838,-3.232059,3.849213,18.073000
-8.204657,-2.408632,3.476984,18.096001
-9.970630,-1.978904,3.285900,18.118000
-11.470309,-1.779899,3.018374,18.139999
-12.693982,-1.739533,2.686262,18.163000
-13.709292,-1.126004,2.112424,18.184000
-14.313195,-0.182509,1.558539,18.207001
-14.546074,0.480135,1.207530,18.229000
-14.413962,0.780035,0.717177,18.250999
-14.351391,1.264835,0.060330,18.273001
-14.373540,1.899339,-0.623765,18.295000
-14.326247,2.667428,-1.297377,18.318001
-14.378057,3.322327,-1.977593,18.340000
-14.474486,3.587987,-2.585227,18.362000
-14.678880,3.944653,-3.472899,18.385000
-14.709628,3.810508,-4.053678,18.407000
-14.687325,3.494550,-4.372830,18.429001
-14.562613,2.807050,-4.362245,18.450001
-14.352344,2.372336,-4.226182,18.473000
-13.967326,1.975291,-3.920890,18.496000
-13.310609,1.351353,-3.590961,18.518000
-12.530806,0.673019,-3.331739,18.539000
-11.822211,-0.125874,-3.219194,18.562000
-11.120313,-1.133026,-3.197572,18.586000
-10.540390,-2.086220,-3.099946,18.607000
-9.956294,-2.829133,-2.901389,18.629000
-9.191446,-3.352475,-2.566293,18.650999
-8.196460,-3.743005,-2.112300,18.673000
-7.189767,-4.068190,-1.780722,18.695000
-6.259438,-4.549479,-1.611877,18.716999
-5.418876,-5.106611,-1.580043,18.740000
-4.655816,-5.384504,-1.505254,18.761999
-3.894143,-5.593549,-1.346051,18.784000
-3.218992,-5.826097,-1.087694,18.806999
-2.580127,-5.885669,-0.739475,18.827999
-2.000349,-5.810885,-0.464452,18.850000
-1.652398,-5.740917,-0.200326,18.872999
-1.403851,-5.564507,0.147677,18.895000
-1.203922,-5.457164,0.627892,18.917999
-1.074607,-5.563148,1.247182,18.940001
-0.973459,-5.737126,1.871040,18.961000
-0.675376,-5.702716,2.462909,18.983999
-0.148182,-5.854585,2.926273,19.006001
0.481151,-6.342527,3.377732,19.028000
1.331643,-6.799699,3.884641,19.049999
2.219736,-6.940872,4.427978,19.072001
3.074246,-6.873431,2.170635,19.094999
4.302051,-6.823482,1.411723,19.117001
4.790132,-6.498126,1.213132,19.139000
4.837807,-6.907944,1.628522,19.160999
4.932205,-7.121052,1.721874,19.184000
4.520935,-6.757345,2.027941,19.205999
4.250709,-6.801413,2.992436,19.228001
3.969728,-6.771381,4.203067,19.250000
3.870730,-6.537358,5.098305,19.273001
3.956401,-6.748042,5.376391,19.295000
3.826831,-6.779714,5.742410,19.318001
3.469378,-6.844122,6.199879,19.339001
3.743919,-7.001476,6.679872,19.361000
4.043167,-6.871990,6.877983,19.384001
4.211488,-6.952668,7.088862,19.406000
4.475737,-7.078466,7.540662,19.427999
4.882985,-7.245580,8.024751,19.450001
5.307969,-7.608147,8.256777,19.473000
5.544858,-7.909379,8.665481,19.495001
5.898700,-8.169725,9.282261,19.517000
6.384418,-8.661970,9.904254,19.539000
7.284334,-9.062308,10.607203,19.561001
8.285286,-9.671486,10.959967,19.584000
8.989531,-10.153561,11.548089,19.607000
9.804773,-10.313326,12.216913,19.628000
10.646761,-10.771310,12.655689,19.650000
11.241711,-11.159415,13.264158,19.672001
11.751719,-11.347109,13.891108,19.695000
12.024281,-11.498493,14.796784,19.716999
12.479925,-11.546707,14.874220,19.739000
12.886131,-10.928561,15.218806,19.761000
13.673113,-10.954817,15.756923,19.785000
14.200823,-11.139765,16.075258,19.806999
14.714013,-11.052031,16.593700,19.827999
14.750422,-10.339889,16.858109,19.850000
14.936713,-8.890126,16.754955,19.872999
15.001299,-7.628679,17.082140,19.895000
15.157440,-6.226954,17.109821,19.917000
15.171301,-4.906350,16.850225,19.938999
15.274081,-2.737198,16.580057,19.961000
15.339420,-1.063775,16.633398,19.983999
14.792974,-1.287730,16.200897,20.006001
14.161782,-2.656226,16.022625,20.028000
14.138694,-0.078902,15.577859,20.049999
14.246852,1.321928,15.587499,20.072001
13.980226,2.224893,15.100880,20.096001
13.296227,2.626358,14.455272,20.117001
