ElapsedTimeSeconds,ImpactPoint,ImpactNormal
19.739000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.747000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.754999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.763000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.771999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.780001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.789000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.796000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.806000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.813999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.822001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.830000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.837999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.847000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.855000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.863001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.872000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.879999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.888000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.896999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.906000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.913000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.922001,X=10748.912 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.930000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.938000,X=10748.914 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.947001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.955000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.962999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.972000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.980000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.988001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
19.997000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.004999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.014000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.021999,X=10748.914 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.030001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.039000,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.047001,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.063999,X=10748.913 Y=30039.277 Z=53.073,X=-0.977 Y=0.197 Z=-0.083
20.113001,X=10748.908 Y=30039.291 Z=53.045,X=-0.977 Y=0.197 Z=-0.083
20.129999,X=10748.908 Y=30039.289 Z=53.044,X=-0.977 Y=0.197 Z=-0.083
20.146999,X=10748.908 Y=30039.289 Z=53.043,X=-0.977 Y=0.197 Z=-0.083
20.163000,X=10748.908 Y=30039.289 Z=53.043,X=-0.977 Y=0.197 Z=-0.083
20.180000,X=10748.908 Y=30039.289 Z=53.042,X=-0.977 Y=0.197 Z=-0.083
20.197001,X=10748.908 Y=30039.289 Z=53.041,X=-0.977 Y=0.197 Z=-0.083
20.212999,X=10748.908 Y=30039.289 Z=53.041,X=-0.977 Y=0.197 Z=-0.083
20.230000,X=10748.908 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.247000,X=10748.909 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.254999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.264000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.271999,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.281000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.288000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.297001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.305000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.313999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.322001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.330999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.337999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.347000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.355000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.363001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.372000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.381001,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.389000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.396999,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.405001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.414000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.422001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.430000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.438000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.447001,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.455000,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.462999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.472000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.480000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.489000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.497000,X=10748.911 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.504999,X=10748.910 Y=30039.285 Z=53.039,X=-0.977 Y=0.197 Z=-0.083
20.514000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.521999,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.530001,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.539000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.547001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.555000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.563000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.572001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.580000,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.587999,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.597000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.605000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.614000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.622000,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.631001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.639000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.646999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.655001,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.664000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.672001,X=10748.911 Y=30039.289 Z=53.039,X=-0.977 Y=0.197 Z=-0.083
20.681000,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.688999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.697001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.705000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.712999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.722000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.730000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.738001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.747000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.756001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.763000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.771999,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.780001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.789000,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.797001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.805000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.813999,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.822001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.830999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.840000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.847000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.855000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.863001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.872000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.879999,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.889000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.896999,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.905001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.913000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.922001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.930000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.938999,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.948000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.955999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.964001,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.972000,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.980000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.988001,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
20.997000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.004999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.014000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.021999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.031000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.039000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.047001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.055000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.063999,X=10748.911 Y=30039.289 Z=53.039,X=-0.977 Y=0.197 Z=-0.083
21.073000,X=10748.910 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.080000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.089001,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.097000,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.105000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.113001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.122000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.129999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.139000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.146999,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.156000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.163000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.172001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.180000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.188999,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.197001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.205000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.214001,X=10748.911 Y=30039.289 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.222000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.231001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.239000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.247000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.254999,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.264000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.271999,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.281000,X=10748.912 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.289000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.297001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.305000,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.313999,X=10748.911 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.322001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.330000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.339001,X=10748.910 Y=30039.285 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.347000,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.356001,X=10748.911 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.363001,X=10748.910 Y=30039.287 Z=53.040,X=-0.977 Y=0.197 Z=-0.083
21.372000,X=10748.907 Y=30039.293 Z=53.036,X=-0.976 Y=0.202 Z=-0.082
21.381001,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.389000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.396999,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.405001,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.413000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.421000,X=10748.906 Y=30039.295 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.430000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.438999,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.447001,X=10748.905 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.455000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.464001,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.472000,X=10748.905 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.481001,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.489000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.497000,X=10748.906 Y=30039.293 Z=53.036,X=-0.976 Y=0.202 Z=-0.082
21.504999,X=10748.905 Y=30039.293 Z=53.036,X=-0.976 Y=0.202 Z=-0.082
21.513000,X=10748.906 Y=30039.293 Z=53.035,X=-0.976 Y=0.202 Z=-0.082
21.521999,X=10748.906 Y=30039.293 Z=53.036,X=-0.976 Y=0.202 Z=-0.082
21.531000,X=10748.907 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.539000,X=10748.908 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.547001,X=10748.908 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.555000,X=10748.907 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.563000,X=10748.908 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.572001,X=10748.908 Y=30039.301 Z=53.034,X=-0.976 Y=0.202 Z=-0.082
21.580000,X=10748.910 Y=30039.311 Z=53.031,X=-0.976 Y=0.202 Z=-0.082
21.587999,X=10748.910 Y=30039.311 Z=53.031,X=-0.976 Y=0.202 Z=-0.082
21.597000,X=10748.909 Y=30039.312 Z=53.031,X=-0.976 Y=0.202 Z=-0.082
21.606001,X=10748.910 Y=30039.312 Z=53.031,X=-0.976 Y=0.202 Z=-0.082
21.613001,X=10748.911 Y=30039.316 Z=53.029,X=-0.976 Y=0.202 Z=-0.082
21.622000,X=10748.911 Y=30039.316 Z=53.029,X=-0.976 Y=0.202 Z=-0.082
21.629999,X=10748.911 Y=30039.316 Z=53.029,X=-0.976 Y=0.202 Z=-0.082
21.639000,X=10748.912 Y=30039.316 Z=53.029,X=-0.976 Y=0.202 Z=-0.082
21.646999,X=10748.911 Y=30039.320 Z=53.027,X=-0.976 Y=0.202 Z=-0.082
21.656000,X=10748.912 Y=30039.320 Z=53.027,X=-0.976 Y=0.202 Z=-0.082
21.663000,X=10748.912 Y=30039.322 Z=53.026,X=-0.976 Y=0.202 Z=-0.082
21.672001,X=10748.912 Y=30039.322 Z=53.026,X=-0.976 Y=0.202 Z=-0.082
21.680000,X=10748.913 Y=30039.324 Z=53.025,X=-0.976 Y=0.202 Z=-0.082
21.688999,X=10748.912 Y=30039.324 Z=53.025,X=-0.976 Y=0.202 Z=-0.082
21.697001,X=10748.913 Y=30039.324 Z=53.025,X=-0.976 Y=0.202 Z=-0.082
21.705000,X=10748.912 Y=30039.324 Z=53.025,X=-0.976 Y=0.202 Z=-0.082
21.714001,X=10748.914 Y=30039.326 Z=53.024,X=-0.976 Y=0.202 Z=-0.082
21.722000,X=10748.913 Y=30039.328 Z=53.024,X=-0.976 Y=0.202 Z=-0.082
21.730000,X=10748.914 Y=30039.328 Z=53.022,X=-0.976 Y=0.202 Z=-0.082
21.739000,X=10748.914 Y=30039.328 Z=53.022,X=-0.976 Y=0.202 Z=-0.082
21.747000,X=10748.914 Y=30039.328 Z=53.022,X=-0.976 Y=0.202 Z=-0.082
21.754999,X=10748.914 Y=30039.326 Z=53.022,X=-0.976 Y=0.202 Z=-0.082
21.764000,X=10748.914 Y=30039.328 Z=53.022,X=-0.976 Y=0.202 Z=-0.082
21.771999,X=10748.914 Y=30039.328 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.780001,X=10748.914 Y=30039.330 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.788000,X=10748.914 Y=30039.330 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.797001,X=10748.915 Y=30039.332 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.805000,X=10748.915 Y=30039.332 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.813999,X=10748.916 Y=30039.336 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.822001,X=10748.916 Y=30039.336 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.830999,X=10748.916 Y=30039.338 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.839001,X=10748.916 Y=30039.340 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.847000,X=10748.916 Y=30039.340 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.855000,X=10748.916 Y=30039.340 Z=53.020,X=-0.976 Y=0.202 Z=-0.082
21.864000,X=10748.916 Y=30039.340 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.872000,X=10748.917 Y=30039.340 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.879999,X=10748.916 Y=30039.340 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.889000,X=10748.916 Y=30039.342 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.896999,X=10748.916 Y=30039.342 Z=53.021,X=-0.976 Y=0.202 Z=-0.082
21.913000,X=10748.904 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.922001,X=10748.903 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.930000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.938000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.947001,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.955000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.962999,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.972000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.980000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.990000,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
21.997999,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.006001,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.023001,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.031000,X=10748.902 Y=30039.293 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.040001,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.048000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.056000,X=10748.902 Y=30039.293 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.065001,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.073000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.089001,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.098000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.106001,X=10748.902 Y=30039.293 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.115000,X=10748.902 Y=30039.293 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.139999,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.149000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.165001,X=10748.902 Y=30039.297 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.173000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.181000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.190001,X=10748.902 Y=30039.293 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.198000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.205999,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.215000,X=10748.902 Y=30039.295 Z=53.013,X=-0.976 Y=0.203 Z=-0.083
22.256001,X=10748.902 Y=30039.293 Z=53.012,X=-0.976 Y=0.203 Z=-0.083
22.264999,X=10748.902 Y=30039.297 Z=53.012,X=-0.976 Y=0.203 Z=-0.083
22.281000,X=10748.902 Y=30039.297 Z=53.012,X=-0.976 Y=0.203 Z=-0.083
22.298000,X=10748.902 Y=30039.297 Z=53.012,X=-0.976 Y=0.203 Z=-0.083
4.085000,X=6178.815 Y=29741.482 Z=106.171,X=0.000 Y=1.000 Z=0.000
4.566000,X=6246.993 Y=29742.328 Z=61.864,X=0.000 Y=1.000 Z=0.000
4.573000,X=6249.555 Y=29742.143 Z=61.878,X=0.000 Y=1.000 Z=0.000
